userName,score,at,content
riyanti Riyanti,1,2024-03-26 13:15:19,Aplikasi ini sangat berbahaya. Indikasi penipuan dri org yg tidak bertanggung jawab tidak bisa di bantu dari call center. Saya tidak pernah transaksi tapi ada tagihan 900rb yg dibebankan. Dan yang lebih prahnya lagi tidak bisa di bantu dari call center untuk melepaskan tagihan. Apk tidak bertanggung jawab
Heru Santoso,1,2024-03-26 11:31:22,Tidak pernah telat bayar. Bayar selalu tepat waktu. Limit sudah bertambah namun sudah seminggu lebih akun tidak bisa dipakai. Sudah hubungi CS nya namun CS nya juga tidak bisa membantu. Andai ada penilaian (minus) maka saya kasih -10. Karna bintang 1 sudah terlalu bagus!
Sodikin Dikin,1,2024-03-26 11:17:50,Sdh dari 2 bulan yang lalu sy banyakin transaksi min...bahkan sy bayar lebih awal..tpi nyatanya scor masih c... Terus maunya gimana...apa perlu sy uninstall aplikasi ini...kalo gini terus sy mau pelihara AKULAKU aja dah...kredivo sekarang ribet..gk pas sama iklannya. ...gak jelas...sangat kecewa sekali
Tegar Gelar Ramadhan,1,2024-03-26 10:52:24,"lawak bet ya sistem aplikasi ini.. limit 12jt, akun premium, di pake Qris gk bisa, topup juga gk bisa, dompet digital gk bisa, pulsa gk bisa, di tolak dengan alasan menjaga keamanan akun. Untuk apa password?? Trus tau tau limit turun tanpa d pakai.. gk waras sistem ni aplikasi."
Aan,5,2024-03-26 10:49:42,Trimakasih sudah menaikkan limit saya. Dn semoga limit naik makin naik terus. Tolong naikkan saya limit lgi agar bisa beli barang2 yg agak mahal karna biar bisa jg suksesin misi2 d kredivo dan belanja2 kebutuhan seperti elektronik dll. Skrg limit saya 2.5jt tolong naikkan d atasnya. Trimakasih pemilik kredivo dan team2 kredivo. Trimakasih banyak
Taufan Nanda,1,2024-03-26 09:36:34,Tidak bisa di gunakan untuk belanja shopee padahal limit masih cukup. Selalu jawabanya transaksi sistem penilaian kalau punya limit ga bisa digunakan buat apa. Masa tiap transaksi harus ada penilaian apa gunanya limit yg sudah di acc tersebut kalau ga bisa digunakan
moeliea panee,5,2024-03-26 09:07:14,"Buat naikin limit susah, padahal semua udah dilakukan sesuai petunjuk, bayàr sebelum jatuh tempo, menggunakan limit dengan baik dan pelunasan sebelum waktu temponya..."
Arsudin Wigunansyah,3,2024-03-26 06:22:25,Masa limit banyak tpi gk bisa di gunakan untuk transaksi baik flexi card maupun scan qr bahkan untuk payment di marketplace online jg gk bisa dengan dalih untuk keamana akun anda emang ada yg pake akun saya selain saya sendri? Kn nggk ada aneh aja sih
Empi Cuy,1,2024-03-26 05:20:29,"Pembayaran tepat waktu,tidak ada tunggakan tp limit pinjaman tunai tidak bisa digunakan.. Hilangkan saja limitnya bila tidak percaya dengan nasabah Terimakasih"
anak Kampoenkan,5,2024-03-26 05:08:27,"Ku kasih full karena kita udah mulai bersahabat Good lah.. mulai cepat tanggap kalau ada keluhan Usahakan semua transaksi itu transparan seperti sekarang!! Jangan seperti indodana.. yang ketika kita sudah klik bayar.. maka tiba2 muncul biaya2 lain yang menjerat dan mencekik customer meskipun ada bbrp segmen yg saya merasa ""hampir"" terjebak Tapi mujur masih TRANSPARAN/TOTAL KESELURUHAN YANG HARUS DI BAYAR KAN SUDAH TERJABARKAN DI AWAL Jadi kita merasa tidak ada penipuan atau kamuflase"
Miano Sansiro,5,2024-03-26 05:05:02,"Sebagai nasabah lama apl ini (kredivo) saya mengucapkan terima kasih banyak,karena akun saya sudah beralih ke premium..tapi sayang nya kenapa score nya gak berubah masih tetap di score c...padahal saya gak pernah telat/terlambat dalam pembayaran..trmksh🙏🙏"
Fena Kirana,4,2024-03-26 04:37:21,Terimakasih kredivo selama ini sudah membantu...tpi kenapa kemarin sudah bisa ngajuin kenaikan limit habis update malah gk bisa..
Mifta Ika,2,2024-03-26 04:32:31,Ini tumben kredivo sensi bgt keknya sama gw keterlambatan 1 hari di tgl 24maret aja dan gw bisa bayar di tgl 25 lalu gw bayar tagihan yg jatuh tempo dan sisanya lalu account gw dibilang untuk sementara waktu tdk dpt melakukan transaksi. padahal masi ada angsuran yg jatuh tempo di bulan mei niatnya mw gw lunasin tp kalo tdk bisa digunakan saya pikir2 dl deh dan dsni saya nasabah setia dr thn 2020
Dhefin El fatih,2,2024-03-26 04:26:02,"Ini gimana yaa, aku jarang buka akun nya kok harus ngisi data lagi? Data yg dulu di kemanain? Tolong data saya di hapus saja!! Di kasih limit juga dikit, gk kepikiran buat belanja. Tapi pas buka aplikasi nya harus ngisi data lagi! TEU LIEURR MAH!! HAPUS DATA SAYA!!"
Maryam Maryam,5,2024-03-26 03:37:00,Untuk aplikasi kredivo knp sering bgt gak bisa dibuka..pdhl waktunya saya mau Byr tpi selalu koneksi gk stabil gk bisa buka aplikasinya.
Ank Wian,5,2024-03-26 03:34:59,"Kalau riwayat kita baik akun upgrade sendiri tanpa kita meminta, Membantu sekali, proses pun cepat sekali dengan tingkat konfirmasi pengamanan beberapa tahap, jadi tidak riskan penyalahgunaan akun, sangat tinggi manajemen resikonya... terima kasih"
Julpan Effendi,1,2024-03-26 02:40:55,"Bagus sih aplikasi ini, coba coba aja kemaren di kasi limitnya cmn 800.000 kira2 mau beli apalah terlalu dikit, terlambat dikit sudah di teror, mau beberpa kali nelp satu hari."
Hary Hermansyah,5,2024-03-26 02:23:06,"Terimakasih kredivo telah memberikan kepercayaan kepada saya,dari semua faylater kredivo yg paling bagus dan paling ringan bunganya,selain itu simple dalam segala hal... Sekali lagi terima kasih🙏"
suwaida ida68,5,2024-03-25 23:37:43,"Saya pertama kali menggunakan aplikasi ini dan ternyata sangat membantu masalah pinansial urgent saya, kredivo rekomended banget.... Untuk yg lagi membutuh biaya apalagi dlm keadaan Urgent pas banget gunakan Kredivo, dan semasih kita bertanggung jawab dalam pembayaran Kredivo selalu menambah limit dan tidak mempersulit Nasabah nya terimakasih kredivo semoga sukses selalu👌👍👍👍 Sampai saat ini saya masih menggunakan kredivo ,dan mdh2an dpt cicilan yg 24 bln👍"
Siti Mulyani,1,2024-03-25 19:17:11,Kenapa jadi Kya gni kredivo.🥲 Pdhal saya selalu bnyar tepat waktu tapi mlah di trunkan ke b limit pun ga bisa di pke blanja pdhal masih gde limit nya. Tolong dong di perbaiki lagi.kemarin kemarin udah nyaman loo pake kredivoo srng jdi Kya gnii .m😭
Made Ari,1,2024-03-25 18:18:01,"TOLONG HAPUS DATA SAYA. karena pengajuan di tolak, jadi saat ini juga apk ini saya uninstal, jdi jika ada angsuran mengatas namakan saya! Saya tidak bertanggung jawab."
Robbyn Andriansyah,5,2024-03-25 17:58:55,"Sangat membantu, bunga ringan, pilihan tenor panjang, dan cukup lengkap untuk transaksi.."
elsha Syakila,1,2024-03-25 14:22:24,Sumpah nyesel bgt jaga kredit score bagus. Ga pernah telat sama sekali giliran lunas diajukan lagi ga bisa dengan alesan bla bla malah diblokir sampe 1 bulan limit ku
Dekwan Pgn,1,2024-03-25 14:10:48,"Denda telat sehari bisa kena 10% s/d 11% X angsuran,segitu baru mainan hari telat nya,apa lagi 1 minggu sampai seterusnya,,ngeri gede banget...!!! Bilang nya denda 2,6% jika telat,bohong....!!!"
Ahmad Sopian,1,2024-03-25 13:46:14,"sangat2 jelek peraturan gak jelas , penggunaan point pada transaksi dan jika transaksi nya batal , point ikut hangus , dikira point dpt nya cuma2 kali !!! sangat payah 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎"
Fahri Akmal,1,2024-03-25 13:40:09,Saya sudah menggunakan aplikasi ini selama 2 tahun Saya sangat kecewa dengan aplikasi ini padahal saya sudah membayar tagihan sebelum jatuh tempo juga tapi saya tidak bisa melakukan pinjaman lagi padahal credite score saya A tapi tidak bisa aplikasi ini sudah melanggar peraturan nya sendiri makin kesini makin ga jelas
Dety Apritasari,2,2024-03-25 11:12:51,"Bintangnya berkurang dulu sekarang karena ga bisa transaksi,, katanya sifatnya pengajuan,, skrg jelek kredivo susah limit gede jg percuma,hehehe"
Andika Dika,1,2024-03-25 10:49:29,"Sistem aplikasi makin lama makin ga jelas, limit banyak tapi buat ambil tenor 30 hari aja ga bsa, padahal ga ada tunggakan, lucu aplikasi kredivo sekarang, mau collep mungkin , jadi sampah aplikasi nya buat apa limit banyak tapi ga bisa di gunakan, mending unistal lah, nyampah doangan"
Theresia,5,2024-03-25 10:29:49,"Udah bagus, dan oke lah. Tapi pengajuan pinjaman tunainya harus kelipatan 500rb ya, semoga bisa di buat sesuai keinginan konsumen. Bagus ideku ternyataa di wujudkan, hoho makin bagus suka 👌dehh"
Dond Juan,5,2024-03-25 08:56:36,Sangat puas.. thanks kredivo slalu ada buat kalian.. solusi terbaik🙏🙏🙏 thanks Suksek selalu sangat membantu dan bunga ringan... kali aja nnti bunga pinjaman lebih kecil...dan tidak ada potongan admin😁😁😁...smoga ditambah limitenya...smakin jaya kredivo💖go go go mantul
Priyadi Joe,5,2024-03-25 06:51:06,"Selalu memberikan pelayanan yg terbaik buat kita pemakainnya ,semoga terus menjadi yg terdepan. Selalu memakai belanja offline dan online serta kemudahan bertranksasi mwmbuat saya sebaga pemakai kredivo menjadi nyaman dan flexibel untuk kebutuhan yang sy perlukan dalam tiap bulan. Maju terus kredivo. Semakin fleksibel kredivo dan beda kelas dengan aplikasi lain semcam ini. Saya mengharapakan menjadi bagian hidup saya untuk kebutuhan saat ini, besok dan akan datang. Ahamdulillah ada limit tambaha"
Riana Nasution,5,2024-03-25 06:26:51,Terimakasih kredivo Sll mudah mendapatkan pinjaman Mudah digunakan saat belanja online atau off line Tapi limit yg dikasih kecil Padahal byr lancar Susah naikin limit nya Tanggung nih limit nya kl buat belanja Hanya 2 Jt an Tambah limit nya lbh besar
Ibrahim Yazid,5,2024-03-25 02:22:34,"Biar bintang yang bicara...memang benar dan bukan cuma moto semata,kredivo se fleksibel itu,karna saya sdh lama dan selalu memakai aplikasi kredivo....sampai saat ini saya sangat puas dengan pelayanan kredivo dan benar² sangat membantu...."
Yadi Putu,1,2024-03-25 01:40:38,Saya juga kecewa kredivo saya telat bayar tidak sampe satu bulan trus saya lunasin bayaran. Setelah itu tidak bisa di gunakan lahi kredivonya kecewa sangat
Priyo Utomo,5,2024-03-25 01:23:08,"Pokonya bagus lah kerdivo gak pakai ribet,saya udah lama pakai cuma limit nya gak naik malah turun padahal jauh sebelum kadang udah lunas.."
Mas Marsid,5,2024-03-25 00:39:47,"Aplikasi yang sangat bagus dengan bunga rendah dan cicilan yg panjang sehingga meringankan customer, recommend banget, terpenting bayar jangan terlambat limit naik"
bunga ratulangi,4,2024-03-24 22:07:48,"Sebelumnya sih bintang 5 untuk kredivo, sekarang mulai agak kecewa karena point point yang di tawarkan gak di cairin setelah berhasil ikutin misi huhu mohon ditinjau kembali, + kalo pengaduan kaya gini harus di lampirin bukti sedangkan apk ini ga bisa di screenshot"
Wong nDeso,5,2024-03-24 21:43:59,ini tulisan saya 25 Maret 2024. Terima Kasih Aplikasi KREDIVO penCairan nya Sangat Cepat banget dan payLater NYA juga serba guna untuk pembayaran Pulsa dan belanja online Saya. Kredit onLine.. lain NYA... sekali lagi Thank you so Much ApLikasi KREDIVO .. Sukses slalu buat KredivO..••😁 hp android saya versi lama atau VerSi 7 tetap Ter-Dukung sama Aplikasi Kredivo.. Sekali lagi Joss mantap Aplikasi KredivO ..... Menurut saya masih lancar2 saja.. 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 bintang 10 buat krediVo..✓...
Togu BS Sinaga,5,2024-03-24 21:36:45,"Dari bulan 10/10/2023 pertama install limit nya cuma 100.000,- doang. Padahal gk pernah telat bayaran.. Setiap gaji masuk langsung bayar.. dan sekarang 16/02/2024 limitnya meningkat jadi 1.500.000,- lumayan berguna untuk dana urgent ☺️👍 tks kredivo."
Siti Nur Rohmah,1,2024-03-24 20:58:16,"Setiap akan melakukan transaksi selalu di tangguhkan dengan alasan terjadi isu keamanan pada akun dan akun masuk mode investigasi. Kita di suruh nunggu dan nyoba lagi,tapi sampai kapan, sudah berapa kali seperti itu,kita di lempar sana sini untuk minta bantuan tapi tidak ada bantuan ,ketika akun pulih dari mode investigasi dan akan melakukan transaksi lagi,akun kita akan masuk mode investigasi lagi,seperti itu terus . Tidaka ada solusi sama sekali"
Novia Ilpiani,5,2024-03-24 19:37:05,"Terimakasih kredivo, pokonya apk ter worth it untuk bertransaksi bunganya rendah, dan banyak promo juga, sangat membantu dan memudahkan"
Ekha Cikudet,5,2024-03-24 17:16:07,"Parah tagihan sudah lunas semua dan sudah tidak ada lgi tagihan apapun limit saldonya belum bertambah lagi,sudah lewat 1x24 jam padahal Chat cs nya malah itu2 ada pertanyannya tanpa ada hasil yg clear🤣 Pengguna lama padahal kredit skor juga A😁😁😁"
Yana Mulyana,5,2024-03-24 15:46:33,Terima kasih kredivo.....Aplikasi yg sangat membantu buat pengguna di saat di butuhkan.sangat cepat dan akurat..mudah dan ga ribet..bunga terjangkau bisa belanja dimana aja murah lagi dan harga bersaing.kl bisa tambah waktu cicilan .Semoga kedepan tambah sukses ..dan banyak promo yg didapat sukses slalu dan langgeng mksh kredivo
Ridwan Ridwan,5,2024-03-24 15:20:18,"Kenapa sekarang banyak penipuan yang mengatas namakan kredivo,saya yakin itu dari pegawai kredivo itu sendiri yang tau data pesanan saya,mungkin itu dia sengaja mengambil uang konsumen yg bayarnya lancar akibat pegawai kredivo tidak bisa menekan konsumen yg tdk bertanggung jawab,saya sangat kecewa ,karena saya jadi korbanya uang 700 rb melayang, Saya minta tolong ke pihak kredivo telusuri orang"" yg sudah kebiasa'an mengambil limit konsumen..🙏🙏"
Nasir User,5,2024-03-24 13:29:43,"Bintang sayah naikan lagi jdi full, meskipun pengajuan akun premium sudah 3x selalu ditolak tp tdk apa2, aplikasi kredivo benar² sangat mmbantu. Soal limit kecil tdk masalah yg penting msh bisa di pakai dan bermanfaat. Terimakasih sudah di Percaya dan di kasih limit jga, sukses dan maju terus KREDIVO 🤲🤲"
maya baslin,4,2024-03-24 12:26:13,"Baru coba aplikasinya, lumayan mudah. bisa membuat pinjaman baru setelah yg lama lunas semua. Semoga kedepannya kredivo bisa lebih mudah fitur nya dan ada bank selain permata bank utk bertransaksi dengan merchant yg terdaftar di aplikasi kredivo."
Slamet Khalali,5,2024-03-24 12:07:12,"Solusi kepepet, kredivo paling membantu dari aplikasi lain, bunga rendah jangka panjang. Selama kita tepat waktu bayarnya ngga bakal kena denda. Terimakasih kredivo👍"
Sulaeman Sodikin,5,2024-03-24 11:03:53,"terimakasih kredivo limit saya sudah bertambah tapi ada kekurangannya,semoga di pinjam tunai ga cuma bisa satu kali untuk peminjaman. kaya shopi donk bisa melakukan transaksi s pinjam beberapa kali selama limit masih ada"
Satrio Bledex,1,2024-03-24 09:21:53,Kurang in bintang nya susah dipakenya dr awal dipake dah dibayar jg tetep aja susah dipake nya... Dpt email katanya melanggar yg mn yg melanggar ga jelas nagih nya doang kek setan dipake nya susah limit doang banyak cuma dipake 100rb doang abis itu ga bisa dipake ga jelas
Despelina _Fairuz Ghaliyah,1,2024-03-24 08:19:59,"saya gak pernah telat bayar,,limit lumayan 5jutaan,,tapi setiap mau bayar shopee atau yg lainnya selalu gagal,,gak ngerti lagi,,pajangan doang.."
Iyan sofyan Sofyan,5,2024-03-24 08:10:17,"Kredivo Krediplast .....terjangkau ...bisa belanja ,bisa bayar tagihan ,,,bisa segalanya ,no ribet ,pinjaman sangat lunak bunganya ...makanya download kredivo...BUAT LEBARAN... persyaratan tidak bertele tele, Thanks Kredivo, Thanks Krediplast"
Dadun Kohar,5,2024-03-24 05:25:43,Aplikasi ini sangat membantu sayaaa... Playann cepat... 😘😘😘😘... Untuk akses trnsaksinya jg sangat singkat... Tidak sia2 saya mnemukan aplikasi kredivo inii.. Sukses terus. Semoga berkah selalu
Yusuf gonzalez,5,2024-03-24 05:18:05,saran buat kredivo .Kalau bisa jangan proses kliring soalnya pas lagi libur gini saya lagi butuh dana malah nunggu ga jelas disangka tadi transaksi berhasil malah nunggu lama banget sampai hari rabu dan akhirnya acara saya batal karena proses transfer yang belum beres.ditunggu hari rabu buat penyelesaian dana nya karena limit sudah dipotong transaksi berhasil tapi dana belum diterima karena prosesnya kliring jadi menghambat waktu saya.makasih moga ga ada kendala proses nya karena saya butuh dana
Junaidi Pratama,3,2024-03-24 04:47:00,Limite masih banyak hanya karena top up ewallet 75ribu limite tidak bisa lagi digunakan dengan alasan demi menjaga keamanan akun sunggu mengecewakan mohon diperbaiki itu systemnya.
Indah Simangunsong,5,2024-03-24 04:45:51,"Suka bngt dengan aplikasi ini ,bisa bekerja sama dengan kebutuhan kita atau untuk menambah modal usaha ,saya selalu tepat wktu bayar ,dan limit semakin naik , The best lah pokoknya udah mau 1 tahun. Pakai kredivo tidak pernah bermasalah 🥰"
tyass shandy,2,2024-03-24 04:22:02,"Sebelumnya bagus, saya bayar tidak pernah telat tbtb limit buat belanja hilang parah siii tdk mempertahankan customer yang taat bintang 2 dlu"
muhamad husni,1,2024-03-24 03:50:56,"Gak jelas, pembayaran tepat waktu, gak pernah nunggak, bahkan sebelum jth tempo sudah dibayar, tp akun ditutup permanen."
Dadi Rw78,1,2024-03-24 02:43:18,"Apa benar nasabah kredivo tidak bisa restrukturisasi, klau tidak bisa mohon alasannya, kewajiban saya sudah terlunasi, dan akun saya sudah di tutup permanen, dan saya juga sudah tidak ingin pakai apk ini. Langsung uninstal, buat yg blm pakai apk ini saya sarankan lebih baik kartu kredit di bank terpercaya.trmksh"
Hesti Maria,5,2024-03-24 01:50:44,Kredivo. Bagus. Cuma kadang bingung g ngerti. Kita bayar beli makanan pake QR tapi saldo kita berkurang langsg drastis. JD bingung sebenarnya ini bs di paketnya untuk apa biar konsisten limitnya. Kaya shopi mau buat apa aja g ada masalah.
Jenyyy Abcd,1,2024-03-24 01:42:23,Tagihan tidak sesuai. Saya ingat seluruh tagihan saya. Belanja di Lazada 26rb Dan msh ada riwayat pesanannya di Lazada. Padahal tgl tagihan msh hari ini. Tagihannya jd 54rb. Nominal memang tidak seberapa Tp kapok klu seperti ini pelayanannya
Andi Wijaya,1,2024-03-24 01:38:45,"Aplikasi parah, telat dikit aja langsung ditelp berkali2 dan cukup mengganggu setiap menit ditelp, padahal klo telat pun kena denda dan aplikasi diblokir"
Nopri Ansyah,5,2024-03-24 01:20:44,"Sangat bagus aplikasi ini, dulu awalnya limitnya sedikit, sekarang lebih banyak karena bayarnya gak pernah telat"
Sri Wulandari,5,2024-03-24 00:42:11,"Terimakasih Kredivo, berkat aplikasi ini saya yg ada kebutuhan mendesak karena anak sakit jadi ada dana.. Semoga ke depannya semakin sukses untuk kredivo.. Saya akan tepat waktu membayarnya, walaupun dgn mencicil .. Terimakasih karena sudah sangat membantu keluarga kami 🙏"
